Date/time	4  High Voltage phase A	5  High Voltage phase B	6  High Voltage phase C	9  Mode Anode PS Voltage	10  Mode Anode PS Current	11  Oil Temperature	12  Water In Temperature	13  Collector A Temperature	15  Body A Temperature	17  Collector B Temperature	19  Body B Temperature	21  A1 Magnet Current	22  A2 Magnet Current	23  A3 Magnet Current	24  A4 Magnet Current	25  Vac Ion A	26  B1 Magnet Current	27  B2 Magnet Current	28  B3 Magnet Current	29  B4 Magnet Current	30  Vac Ion B	31  Kly A Filament Voltage	32  Kly A Filament Current	33  Kly B Filament Voltage	34  Kly B Filament Current	41  Kly A Average Power	43  Kly B Average Power	53  HV DC Voltage	54  HV DC Current	97  Pump Frequency	98  Pump Pressure Out	99  Pump Pressure In	
14.08.02 11:36:25	4221,42	4169,70	4217,85	0,05	94,85	38,95	26,37	29,42	25,37	27,29	25,87	22,77	26,06	14,01	20,05	1,92	24,66	29,26	14,20	19,08	1,07	24,54	22,97	22,07	23,43	0,06	1,06	0,14	0,02	37,40	3,20	-0,30	
14.08.02 11:46:25	4160,78	4117,98	4153,65	22,83	94,31	39,16	26,46	30,15	25,56	27,98	26,12	22,81	26,07	14,05	20,08	1,72	24,65	29,29	14,21	19,07	3,44	24,56	23,00	22,09	23,44	65,02	73,14	81,18	5,02	37,10	3,10	-0,40	
14.08.02 11:56:26	4160,78	4117,98	4166,13	22,84	94,95	39,26	30,35	34,83	29,58	32,76	30,55	22,79	26,08	14,04	20,03	1,69	24,67	29,29	14,21	19,07	2,37	24,55	23,02	22,09	23,40	46,39	57,19	81,07	4,55	37,40	3,30	-0,20	
14.08.02 12:06:27	4166,13	4116,20	4153,65	22,81	94,14	39,37	31,47	35,92	31,07	33,93	32,01	22,78	26,11	14,06	20,06	1,65	24,69	29,26	14,23	19,08	2,92	24,53	22,98	22,06	23,36	46,21	57,05	80,99	4,54	37,30	3,30	-0,30	
14.08.02 12:16:27	4164,35	4112,63	4148,30	22,80	94,41	39,56	31,99	36,39	31,70	34,44	32,65	22,81	26,07	14,06	20,06	1,62	24,69	29,29	14,20	19,07	0,02	24,54	22,98	22,05	23,33	45,75	57,11	80,91	4,54	37,20	3,30	-0,10	
14.08.02 12:26:28	4167,92	4116,20	4158,11	22,84	94,65	39,86	32,23	36,62	31,99	34,63	32,92	22,80	26,10	14,06	20,03	1,67	24,69	29,28	14,24	19,08	3,41	24,54	23,02	22,08	23,38	45,81	57,18	80,95	4,55	37,50	3,30	-0,20	
14.08.02 12:36:29	4167,02	4115,30	4163,46	22,81	94,44	40,05	32,18	36,61	32,12	34,62	32,90	22,82	26,09	14,04	20,07	1,62	24,68	29,30	14,24	19,10	1,11	24,56	23,01	22,09	23,38	45,85	57,21	81,08	4,55	37,60	3,30	-0,30	
14.08.02 12:46:29	4180,40	4117,09	4172,37	22,91	94,34	40,23	32,28	36,71	32,19	34,72	33,07	22,80	26,10	14,03	20,06	1,81	24,68	29,28	14,22	19,09	2,36	24,54	22,99	22,04	23,32	45,75	57,62	81,17	4,56	37,47	3,30	-0,28	
14.08.02 12:56:30	4178,62	4124,22	4171,48	22,88	94,51	40,41	32,25	36,69	32,21	34,68	33,06	22,81	26,11	14,01	20,07	1,75	24,66	29,29	14,25	19,10	3,06	24,56	23,02	22,09	23,38	45,96	57,80	81,13	4,58	37,33	3,30	-0,12	
14.08.02 13:06:31	4184,86	4119,76	4168,81	22,80	94,31	40,53	32,30	36,72	32,23	34,76	33,12	22,80	26,11	14,03	20,10	1,58	24,67	29,29	14,20	19,10	0,90	24,54	23,00	22,04	23,32	45,85	57,56	81,17	4,56	37,20	3,30	-0,17	
14.08.02 13:16:31	4180,40	4125,11	4177,73	22,80	94,41	40,71	32,43	36,83	32,43	34,86	33,22	22,80	26,11	14,02	20,07	1,61	24,70	29,26	14,20	19,06	1,78	24,55	23,01	22,07	23,33	45,94	57,75	81,23	4,57	37,05	3,22	-0,32	
14.08.02 13:26:32	4178,62	4138,49	4175,05	22,86	94,27	40,89	32,45	36,90	32,46	34,91	33,31	22,79	26,11	14,01	20,07	1,76	24,68	29,30	14,23	19,08	1,57	24,54	23,03	22,08	23,36	45,94	57,92	81,24	4,58	37,40	3,22	-0,28	
14.08.02 13:36:33	4183,97	4134,92	4175,94	22,84	94,37	40,99	32,54	36,91	32,58	35,00	33,39	22,80	26,12	14,01	20,07	1,63	24,70	29,26	14,21	19,07	2,53	24,53	23,00	22,06	23,38	45,93	58,18	81,31	4,58	37,45	3,30	-0,12	
14.08.02 13:46:34	4171,48	4123,33	4165,24	22,85	94,48	41,08	32,54	36,96	32,54	34,97	33,37	22,81	26,11	14,01	20,05	1,74	24,73	29,29	14,23	19,15	3,25	24,54	23,01	22,07	23,38	45,32	57,10	81,08	4,57	37,42	3,22	-0,28	
14.08.02 13:56:35	4190,21	4122,44	4176,83	22,81	94,27	41,16	32,53	36,93	32,59	35,00	33,45	22,82	26,12	13,99	20,06	1,59	24,69	29,28	14,30	19,09	3,98	24,55	23,01	22,06	23,32	45,77	57,97	81,41	4,58	37,47	3,30	-0,20	
14.08.02 14:06:36	4190,21	4122,44	4178,62	22,81	94,10	41,22	32,48	36,89	32,57	34,95	33,39	22,82	26,13	13,98	20,07	1,59	24,69	29,30	14,23	19,08	0,15	24,54	23,00	22,05	23,33	45,94	57,80	81,38	4,59	37,40	3,30	-0,35	
14.08.02 14:16:37	4178,62	4126,90	4179,51	22,89	94,41	41,35	32,42	36,81	32,57	34,88	33,29	22,81	26,12	13,99	20,06	1,81	24,67	29,29	14,22	19,11	1,72	24,53	23,01	22,07	23,33	45,62	57,56	81,19	4,58	37,37	3,30	-0,30	
14.08.02 14:26:38	4194,67	4137,60	4177,73	22,83	94,54	41,38	32,29	36,77	32,49	34,82	33,27	22,82	26,12	13,97	20,09	1,65	24,68	29,30	14,23	19,07	0,85	24,50	22,97	22,06	23,34	46,05	57,99	81,40	4,60	37,33	3,22	-0,22	
14.08.02 14:36:38	4137,60	4089,44	4127,79	22,84	94,24	41,44	32,16	36,60	32,23	34,54	33,04	22,81	26,11	14,10	20,06	1,73	24,69	29,29	14,20	19,07	3,08	24,51	22,97	22,04	23,36	43,12	55,21	80,45	4,49	37,30	3,30	-0,25	
14.08.02 14:46:38	4143,84	4088,55	4126,90	22,86	94,48	41,48	31,99	36,45	32,20	34,47	32,92	22,81	26,12	14,09	20,08	1,73	24,67	29,30	14,23	19,10	1,12	24,51	22,97	22,03	23,33	43,29	55,29	80,44	4,50	37,35	3,30	-0,20	
14.08.02 14:56:39	4140,27	4090,34	4133,14	22,85	94,61	41,46	31,97	36,43	32,07	34,40	32,85	22,81	26,12	14,08	20,10	1,74	24,69	29,27	14,25	19,14	2,64	24,50	22,98	22,04	23,35	43,48	55,22	80,52	4,50	37,30	3,30	-0,15	
14.08.02 15:06:40	4155,43	4098,36	4133,14	22,80	94,41	41,44	33,38	37,67	33,03	35,80	33,69	22,80	26,12	14,09	20,08	1,64	24,68	29,26	14,21	19,07	0,02	24,51	22,97	22,05	23,32	44,32	55,94	80,75	4,52	37,50	3,30	-0,15	
14.08.02 15:16:40	4154,54	4094,79	4137,60	22,90	94,54	41,42	33,92	38,12	33,65	36,33	34,30	22,81	26,11	14,08	20,06	1,81	24,66	29,28	14,21	19,10	2,50	24,51	22,97	22,01	23,29	44,35	55,83	80,68	4,51	37,30	3,35	-0,10	
14.08.02 15:26:41	4159,00	4103,71	4149,19	22,87	94,78	41,59	34,23	38,39	33,91	36,50	34,52	22,74	26,12	14,05	20,06	1,76	24,68	29,29	14,23	19,09	0,02	24,51	23,00	22,05	23,33	44,74	56,30	80,78	4,52	37,45	3,35	-0,25	
14.08.02 15:36:42	4156,32	4086,77	4141,16	22,76	94,34	41,70	34,07	38,60	34,58	36,77	35,52	22,80	26,12	14,06	20,07	1,59	24,69	29,29	14,23	19,09	3,23	24,51	22,96	22,03	23,29	68,28	82,79	88,52	5,38	37,30	3,30	-0,20	
14.08.02 15:46:42	4154,54	4097,47	4133,14	22,86	94,44	41,82	33,78	38,35	34,29	36,41	35,24	22,81	26,11	14,06	20,05	1,72	24,70	29,27	14,22	19,10	4,54	24,48	22,97	22,03	23,34	68,00	82,90	88,52	5,37	37,45	3,40	-0,15	
14.08.02 15:56:43	4155,43	4096,58	4138,49	22,79	94,61	41,92	33,73	38,25	34,25	36,44	35,26	22,82	26,13	14,05	20,07	1,59	24,71	29,27	14,20	19,05	1,84	24,48	22,94	22,00	23,37	68,27	83,49	88,49	5,39	37,40	3,30	-0,20	
15.08.02 07:16:25	4248,17	4198,23	4237,47	0,01	0,54	0,02	0,02	0,02	0,02	0,02	0,02	0,01	0,01	0,01	0,01	0,42	0,01	0,01	0,01	0,01	0,23	0,02	0,01	0,13	0,04	0,06	0,06	0,05	0,00	37,20	2,90	-0,50	
15.08.02 07:26:26	4238,36	4183,08	4241,04	0,01	96,01	35,48	25,80	28,72	23,55	26,46	24,02	22,70	25,83	13,77	20,02	1,62	24,61	29,25	14,19	18,91	2,16	24,72	23,48	22,28	23,92	0,06	0,54	0,09	0,01	37,08	3,00	-0,43	
15.08.02 07:36:27	4241,93	4183,08	4239,25	0,06	95,60	35,31	27,59	30,21	25,12	28,09	25,57	22,73	25,87	13,78	20,04	1,80	24,63	29,26	14,17	18,95	1,62	24,71	23,28	22,26	23,65	0,06	0,70	0,08	0,02	36,95	3,10	-0,43	
15.08.02 07:46:27	4225,88	4181,29	4224,09	0,02	95,36	35,41	28,80	31,32	26,35	29,27	26,77	22,73	25,90	13,83	20,04	1,66	24,61	29,26	14,17	18,91	2,22	24,64	23,02	22,23	23,54	0,06	0,62	0,11	0,01	36,85	3,10	-0,32	
15.08.02 07:56:28	4233,01	4174,16	4231,23	0,06	95,60	35,91	29,45	32,06	27,08	29,90	27,50	22,74	25,93	13,82	20,05	1,77	24,63	29,33	14,17	18,95	1,81	24,65	23,07	22,22	23,51	0,06	0,59	0,11	0,01	37,12	3,10	-0,43	
15.08.02 08:06:29	4148,30	4098,36	4141,16	22,84	94,68	36,30	29,00	33,42	28,02	31,31	28,42	22,74	25,96	14,01	20,03	1,62	24,63	29,27	14,19	18,95	0,99	24,60	23,01	22,17	23,53	70,30	76,25	86,67	5,23	37,10	3,12	-0,40	
15.08.02 08:16:29	4153,65	4088,55	4137,60	22,92	94,48	36,38	30,28	34,64	30,30	32,66	30,87	22,76	25,97	14,06	20,05	1,81	24,62	29,30	14,17	18,93	1,21	24,62	23,03	22,18	23,42	69,38	77,36	86,61	5,22	37,20	3,12	-0,35	
15.08.02 08:26:29	4160,78	4086,77	4126,90	22,81	94,48	36,43	30,79	34,89	30,92	33,19	31,63	22,75	25,98	14,06	20,06	1,65	24,66	29,30	14,16	18,93	3,45	24,59	22,99	22,15	23,42	68,62	77,60	86,55	5,21	37,10	3,10	-0,20	
15.08.02 08:36:29	4140,27	4104,60	4142,95	22,84	94,71	36,74	31,08	35,14	31,30	33,49	31,96	22,76	25,99	14,04	20,05	1,68	24,64	29,30	14,19	18,90	0,12	24,59	23,01	22,17	23,48	68,28	78,17	86,78	5,22	37,00	3,30	-0,30	
15.08.02 08:46:29	4146,51	4092,12	4130,46	22,90	94,88	36,61	31,09	34,96	31,37	33,65	32,29	22,78	26,01	14,07	20,05	1,81	24,64	29,26	14,20	18,88	4,03	24,54	22,96	22,11	23,40	67,60	77,66	86,62	5,20	37,10	3,20	-0,30	
15.08.02 08:56:30	4150,08	4093,01	4126,90	22,82	94,27	37,08	31,47	35,68	31,68	33,99	32,46	22,77	26,01	14,05	20,04	1,69	24,63	29,28	14,15	18,87	1,80	24,55	22,94	22,11	23,38	67,16	77,22	86,73	5,20	37,10	3,20	-0,20	
15.08.02 09:06:31	4145,62	4089,44	4131,36	22,82	94,20	37,39	31,77	35,78	31,99	34,27	32,87	22,77	26,02	14,04	20,05	1,70	24,68	29,29	14,20	18,85	1,12	24,53	22,94	22,13	23,41	65,84	77,16	86,73	5,19	37,00	3,20	-0,30	
15.08.02 09:16:31	4153,65	4081,42	4131,36	22,89	94,61	37,49	30,65	34,58	30,57	33,03	31,39	22,78	26,04	14,04	20,04	1,85	24,66	29,28	14,21	18,85	5,53	24,52	22,94	22,07	23,33	62,14	72,17	85,27	5,03	36,80	3,20	-0,30	
15.08.02 09:26:32	4152,76	4088,55	4141,16	22,84	94,75	38,01	31,79	36,00	31,76	34,22	32,59	22,78	26,03	14,05	20,07	1,62	24,63	29,28	14,16	18,86	1,51	24,54	22,94	22,10	23,37	62,19	72,27	85,30	5,04	37,00	3,20	-0,40	
15.08.02 09:36:32	4139,38	4094,79	4181,29	22,81	94,68	38,06	31,92	35,95	31,98	34,43	32,95	22,79	26,03	14,08	20,04	1,66	24,67	29,29	14,21	18,82	1,67	24,55	22,97	22,10	23,36	62,35	72,19	85,39	5,04	37,12	3,30	-0,30	
15.08.02 09:46:32	4154,54	4110,85	4152,76	22,90	94,48	38,02	32,06	36,06	32,21	34,57	33,08	22,78	26,04	14,02	20,05	1,75	24,65	29,31	14,18	18,85	2,06	24,53	22,97	22,12	23,41	63,32	73,43	85,65	5,07	37,08	3,20	-0,30	
15.08.02 09:56:33	4156,32	4109,06	4154,54	22,86	94,51	37,65	32,04	35,85	32,13	34,53	33,15	22,78	26,03	14,01	20,05	1,70	24,64	29,30	14,17	18,83	3,93	24,55	22,97	22,13	23,41	63,27	73,65	85,76	5,08	36,97	3,28	-0,35	
15.08.02 10:06:34	4171,48	4129,57	4158,11	22,85	94,61	37,50	32,07	35,66	31,88	34,45	33,01	22,78	26,02	13,99	20,07	1,67	24,67	29,27	14,17	18,81	0,17	24,53	22,94	22,12	23,38	64,24	74,41	85,94	5,10	37,00	3,20	-0,60	
15.08.02 10:11:53	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	0,00	
15.08.02 10:21:53	4218,74	4157,22	4207,15	0,04	94,95	37,85	29,87	32,14	28,51	30,56	29,16	22,76	26,02	13,87	20,02	1,95	24,63	29,31	14,19	18,82	0,02	24,53	22,93	22,12	23,40	0,06	0,83	0,13	0,01	37,20	3,10	-0,40	
15.08.02 10:31:53	4225,88	4156,32	4210,72	0,06	94,75	38,14	29,58	32,04	28,14	30,29	28,68	22,79	26,01	13,88	20,04	2,02	24,65	29,28	14,20	18,82	3,36	24,55	22,92	22,11	23,38	0,06	0,79	0,06	0,02	36,80	3,10	-0,40	
15.08.02 10:41:54	4219,64	4163,46	4205,37	0,04	94,95	38,24	29,43	31,85	27,87	30,07	28,47	22,76	26,02	13,90	20,05	1,96	24,72	29,24	14,18	18,80	2,75	24,56	22,98	22,12	23,40	0,06	0,75	0,44	0,08	37,00	3,12	-0,30	
15.08.02 10:51:54	4139,38	4073,39	4124,22	22,83	94,20	38,45	30,44	34,61	30,49	33,09	31,30	22,78	26,04	14,06	20,05	1,82	24,64	29,30	14,20	18,80	2,09	24,55	22,98	22,10	23,39	63,46	74,12	85,76	5,09	37,00	3,20	-0,30	
15.08.02 11:01:55	4133,14	4074,29	4126,01	22,79	94,75	38,10	31,12	35,08	31,22	33,66	32,23	22,78	26,03	14,08	20,02	1,72	24,65	29,26	14,15	18,83	0,51	24,55	22,97	22,11	23,40	63,44	74,25	85,76	5,09	37,25	3,20	-0,35	
15.08.02 11:11:55	4135,81	4075,18	4120,65	22,80	94,68	38,26	31,82	35,88	31,90	34,31	32,78	22,79	26,03	14,08	20,05	1,78	24,68	29,28	14,17	18,83	2,98	24,54	22,96	22,10	23,35	63,22	74,12	85,70	5,07	37,20	3,20	-0,40	
15.08.02 11:21:56	4141,16	4075,18	4123,33	22,75	94,37	38,63	32,04	36,04	32,34	34,59	33,17	22,78	26,03	14,08	20,04	1,71	24,65	29,31	14,20	18,81	7,07	24,52	22,93	22,09	23,33	63,19	74,11	85,72	5,08	37,15	3,20	-0,40	
15.08.02 11:31:57	4126,01	4071,61	4121,55	22,75	94,54	38,71	32,32	36,22	32,45	34,83	33,44	22,79	26,03	14,08	20,04	1,67	24,65	29,27	14,20	18,80	1,50	24,54	22,96	22,11	23,37	62,73	73,82	85,68	5,08	36,90	3,20	-0,25	
15.08.02 11:41:57	4149,19	4083,20	4131,36	22,82	94,17	39,00	32,39	36,33	32,60	34,98	33,62	22,79	26,05	14,04	20,05	1,84	24,65	29,27	14,16	18,81	0,31	24,52	22,94	22,10	23,37	63,98	75,11	86,03	5,11	36,90	3,20	-0,20	
15.08.02 11:51:58	4145,62	4101,04	4139,38	22,80	94,48	39,53	32,68	36,81	33,00	35,17	33,68	22,79	26,06	14,04	20,05	1,77	24,66	29,28	14,18	18,83	2,26	24,55	22,99	22,11	23,38	64,00	75,54	86,00	5,12	37,10	3,15	-0,20	
15.08.02 12:01:59	4145,62	4096,58	4134,92	22,83	94,51	39,67	32,79	36,83	32,98	35,29	33,90	22,80	26,06	14,04	20,03	1,80	24,65	29,24	14,15	18,81	0,87	24,50	22,93	22,08	23,33	63,02	74,95	85,91	5,11	37,05	3,20	-0,30	
19.08.02 11:07:29	4233,90	4177,73	4224,09	0,01	0,58	0,02	0,02	0,02	0,02	0,02	0,02	0,01	0,01	0,01	0,01	0,49	0,01	0,01	0,01	0,01	0,62	0,02	0,02	0,09	0,04	0,06	0,06	0,05	0,00	37,20	2,90	-0,50	
19.08.02 11:17:30	4230,34	4167,92	4216,96	0,05	95,84	31,44	20,20	23,82	18,88	21,12	19,71	22,68	25,78	13,93	20,04	2,00	24,63	29,72	14,08	18,90	2,44	24,70	23,44	22,27	23,96	0,06	0,63	0,11	0,01	37,35	2,90	-0,52	
19.08.02 11:27:30	4185,75	4120,65	4174,16	0,01	95,91	31,36	20,24	23,91	19,04	21,25	19,80	22,70	25,86	14,03	20,07	1,80	24,60	29,85	14,07	18,91	3,09	24,68	23,16	22,25	23,68	0,06	0,46	0,15	0,01	37,15	2,95	-0,65	
19.08.02 11:37:30	4241,04	4166,13	4217,85	0,02	95,43	31,57	20,38	24,09	19,24	21,43	20,00	22,72	25,91	13,94	20,06	1,93	24,66	29,58	14,06	18,95	3,70	24,64	23,05	22,25	23,70	0,06	0,59	0,14	0,01	37,10	2,90	-0,50	
19.08.02 11:47:31	4138,49	4096,58	4150,08	22,75	94,99	31,67	21,92	27,79	20,28	25,35	21,24	22,74	25,95	14,00	20,05	1,87	24,65	29,45	14,11	18,98	4,44	24,66	23,06	22,24	23,64	114,07	139,20	87,55	7,72	37,00	3,00	-0,40	
19.08.02 11:57:32	4116,20	4060,91	4116,20	22,75	94,78	31,94	28,42	33,89	29,28	31,79	30,71	22,74	25,94	14,07	20,02	1,87	24,62	29,42	14,07	19,00	4,08	24,65	23,05	22,23	23,62	112,10	137,52	86,93	7,67	37,00	3,10	-0,40	
20.08.02 06:30:35	4214,29	4134,92	4184,86	0,47	0,58	0,02	1,63	1,40	1,17	0,02	0,02	0,01	0,01	0,01	0,01	0,02	0,01	0,01	0,01	0,01	0,02	0,03	0,01	0,11	0,04	0,06	0,06	0,05	0,00	36,90	3,00	-0,50	
20.08.02 06:40:35	4205,37	4130,46	4190,21	0,01	95,94	31,34	22,26	25,70	20,79	23,09	21,47	22,70	25,80	13,95	20,05	1,57	24,63	29,29	14,08	18,94	2,82	24,74	23,46	22,24	23,87	0,06	0,57	0,15	0,02	36,97	2,97	-0,47	
20.08.02 06:50:36	4193,78	4142,06	4195,56	0,01	96,11	31,49	21,80	25,29	20,59	22,72	21,30	22,73	25,85	13,94	20,05	1,63	24,61	29,24	14,08	18,90	3,74	24,76	23,24	22,27	23,71	0,06	0,71	0,14	0,01	36,97	2,90	-0,50	
20.08.02 07:00:37	4191,10	4133,14	4192,88	0,01	95,33	31,78	21,50	25,11	20,44	22,49	21,13	22,71	25,88	13,97	20,06	1,58	24,63	29,27	14,06	18,99	4,74	24,75	23,12	22,23	23,64	0,06	0,70	0,10	0,01	37,37	2,90	-0,50	
20.08.02 07:10:37	4184,86	4127,79	4173,27	22,90	94,88	32,07	24,84	29,69	23,24	27,44	24,68	22,75	25,94	13,96	20,05	1,79	24,62	29,25	14,08	18,96	3,02	24,70	23,06	22,19	23,55	60,46	65,54	83,98	4,90	37,00	3,08	-0,55	
20.08.02 07:20:38	4186,64	4124,22	4167,92	22,78	94,85	32,51	27,86	32,51	27,12	30,36	28,37	22,73	25,94	13,97	20,05	1,62	24,63	29,26	14,05	18,96	3,43	24,71	23,05	22,20	23,57	61,51	67,30	83,95	4,92	37,17	3,00	-0,32	
20.08.02 07:30:39	4178,62	4124,22	4157,22	22,78	94,78	32,93	29,27	33,80	28,79	31,79	30,00	22,72	25,96	14,00	20,03	1,63	24,66	29,28	14,05	19,01	5,10	24,64	23,03	22,14	23,42	60,68	66,95	83,81	4,90	37,30	3,10	-0,60	
20.08.02 07:40:40	4195,56	4158,11	4191,10	22,83	94,65	33,37	30,63	35,17	31,13	33,32	31,78	22,77	25,98	13,94	20,04	1,81	24,63	29,27	14,09	18,96	4,10	24,64	23,02	22,14	23,41	77,16	85,63	88,88	5,47	37,10	3,00	-0,60	
20.08.02 07:50:40	4195,56	4143,84	4180,40	22,84	94,51	33,88	31,37	35,84	31,99	34,00	32,84	22,76	26,00	13,96	20,06	1,74	24,65	29,27	14,10	19,05	2,05	24,63	23,00	22,13	23,46	75,54	85,26	88,78	5,44	37,10	3,20	-0,40	
20.08.02 08:00:41	4126,01	4081,42	4131,36	22,77	94,54	34,51	31,92	36,41	32,48	34,57	33,54	22,77	26,02	14,11	20,07	1,67	24,66	29,27	14,12	19,01	3,40	24,63	23,04	22,12	23,51	75,06	85,90	88,85	5,46	37,10	3,20	-0,30	
20.08.02 08:10:41	4133,14	4081,42	4121,55	22,77	94,44	35,03	32,57	37,02	33,06	35,22	34,14	22,79	26,02	14,11	20,08	1,70	24,66	29,30	14,13	18,97	5,16	24,60	22,99	22,10	23,44	73,62	85,96	88,86	5,45	37,00	3,20	-0,50	
20.08.02 08:20:42	4138,49	4059,13	4094,79	22,87	94,75	35,60	33,01	37,48	33,44	35,68	34,65	22,79	26,03	14,15	20,08	1,89	24,64	29,31	14,12	19,04	1,14	24,58	22,94	22,06	23,39	72,54	84,73	88,62	5,42	36,90	3,20	-0,40	
20.08.02 08:30:43	4110,85	4071,61	4101,93	22,79	94,51	36,10	33,47	37,83	33,85	36,07	35,12	22,80	26,05	14,13	20,07	1,71	24,66	29,26	14,14	19,04	0,02	24,56	22,96	22,09	23,46	71,87	84,57	88,54	5,42	37,10	3,20	-0,50	
20.08.02 08:40:43	4200,02	4132,25	4177,73	22,88	94,51	36,57	33,82	38,24	34,52	36,57	35,84	22,80	26,07	13,95	20,06	1,87	24,66	29,33	14,14	19,02	1,94	24,56	22,92	22,05	23,35	76,62	90,60	90,09	5,58	37,10	3,20	-0,30	
20.08.02 08:50:44	4193,78	4135,81	4187,53	22,75	94,48	37,09	34,16	38,59	34,86	36,88	36,24	22,80	26,06	13,95	20,08	1,65	24,69	29,30	14,15	19,08	6,38	24,57	22,95	22,05	23,35	76,66	90,80	90,13	5,58	36,90	3,30	-0,40	
20.08.02 09:00:45	4198,23	4143,84	4190,21	22,86	94,44	37,59	34,51	38,91	35,29	37,25	36,70	22,82	26,06	13,93	20,05	1,86	24,67	29,26	14,16	19,05	0,84	24,58	22,99	22,08	23,37	76,41	91,12	90,24	5,60	37,20	3,30	-0,20	
20.08.02 09:10:46	4202,69	4152,76	4192,88	22,83	94,41	38,09	34,94	39,32	35,66	37,63	37,17	22,80	26,09	13,92	20,08	1,80	24,63	29,26	14,14	19,10	2,47	24,53	22,94	22,06	23,36	76,47	91,15	90,29	5,61	37,12	3,20	-0,37	
20.08.02 09:20:47	4194,67	4151,87	4199,13	22,80	94,54	38,53	35,27	39,69	36,01	38,04	37,62	22,79	26,06	13,91	20,07	1,73	24,69	29,29	14,12	19,09	3,19	24,54	22,90	22,04	23,35	76,27	91,17	90,31	5,60	37,00	3,28	-0,15	
20.08.02 09:30:48	4200,02	4144,73	4190,21	22,80	94,65	39,01	35,62	40,00	36,38	38,34	37,93	22,80	26,09	13,93	20,06	1,75	24,68	29,29	14,14	19,13	0,04	24,52	22,91	22,03	23,31	75,98	90,80	90,37	5,59	37,03	3,22	-0,22	
20.08.02 09:40:48	4188,43	4141,16	4194,67	22,83	94,41	39,44	35,85	40,16	36,57	38,56	38,34	22,81	26,09	13,93	20,06	1,80	24,67	29,29	14,14	19,29	2,65	24,54	22,93	22,05	23,33	75,60	90,14	90,24	5,59	37,08	3,28	-0,17	
20.08.02 09:50:49	4186,64	4125,11	4167,92	22,86	94,14	39,77	35,99	40,30	36,61	38,70	38,53	22,82	26,11	13,96	20,07	1,85	24,73	29,28	14,10	19,31	2,03	24,51	22,88	22,00	23,29	74,16	88,66	89,93	5,54	37,10	3,30	-0,20	
20.08.02 10:00:50	4191,99	4128,68	4175,05	22,76	94,54	40,14	36,21	40,50	36,81	38,93	38,67	22,81	26,12	13,96	20,05	1,64	24,73	29,29	14,15	19,27	1,62	24,51	22,91	22,00	23,27	74,08	88,95	89,93	5,56	37,15	3,30	-0,30	
20.08.02 10:10:50	4196,45	4134,92	4170,59	22,83	94,37	40,47	36,47	40,71	37,03	39,18	38,79	22,82	26,12	13,94	20,09	1,79	24,68	29,30	14,14	19,18	2,76	24,50	22,89	22,01	23,31	74,19	89,33	90,01	5,55	36,78	3,28	-0,35	
20.08.02 10:20:51	4189,32	4118,87	4168,81	22,76	94,03	40,80	36,73	40,98	37,32	39,43	39,07	22,81	26,12	13,95	20,08	1,64	24,68	29,30	14,12	19,28	2,94	24,52	22,90	22,02	23,30	73,38	88,60	90,01	5,55	37,03	3,30	-0,20	
20.08.02 10:30:52	4186,64	4136,71	4173,27	22,79	94,75	41,17	36,96	41,20	37,48	39,70	39,43	22,81	26,12	13,95	20,05	1,76	24,68	29,29	14,14	19,24	0,02	24,52	22,93	22,07	23,37	74,03	89,17	89,98	5,56	37,28	3,33	-0,22	
20.08.02 10:40:52	4183,97	4135,81	4171,48	22,81	94,20	41,48	37,23	41,48	37,84	39,96	39,97	22,81	26,12	13,94	20,05	1,78	24,66	29,27	14,15	19,48	2,64	24,52	22,94	22,07	23,36	73,46	88,85	90,01	5,56	37,20	3,30	-0,30	
20.08.02 10:50:53	4198,23	4139,38	4178,62	22,76	94,24	41,85	37,49	41,66	38,04	40,17	40,03	22,81	26,11	13,90	20,07	1,68	24,65	29,29	14,16	19,35	3,28	24,51	22,86	22,06	23,34	73,63	89,76	90,12	5,57	37,15	3,30	-0,25	
20.08.02 11:00:54	4229,45	4163,46	4200,02	22,75	94,48	42,16	37,74	41,88	38,30	40,44	40,22	22,81	26,14	13,89	20,07	1,65	24,68	29,27	14,19	19,34	4,52	24,54	22,92	22,06	23,36	11,49	18,71	74,96	2,93	37,25	3,30	-0,25	
21.08.02 06:23:46	4291,87	4248,17	4267,79	0,01	0,54	0,02	0,02	0,02	0,02	0,02	0,02	0,01	0,01	0,01	0,01	0,02	0,01	0,01	0,01	0,01	0,02	0,01	0,02	0,07	0,04	0,06	0,06	0,05	0,00	-1,00	2,80	2,80	
21.08.02 06:33:46	4228,55	4183,08	4216,96	0,03	95,74	35,42	25,59	28,78	23,60	26,40	23,98	22,69	25,82	13,82	20,03	1,73	24,62	29,34	14,08	18,76	4,76	24,72	23,46	22,29	23,94	0,06	0,78	0,16	0,01	37,03	3,00	-0,43	
21.08.02 06:43:46	4226,77	4188,43	4205,37	0,04	95,87	35,64	25,10	28,39	23,97	26,04	24,54	22,71	25,91	13,86	20,01	1,75	24,66	29,31	14,11	18,70	2,17	24,67	23,23	22,25	23,61	0,06	0,73	0,16	0,02	37,17	3,00	-0,43	
