Date/time	4  High Voltage phase A	5  High Voltage phase B	6  High Voltage phase C	9  Mode Anode PS Voltage	10  Mode Anode PS Current	11  Oil Temperature	12  Water In Temperature	13  Collector A Temperature	15  Body A Temperature	17  Collector B Temperature	19  Body B Temperature	21  A1 Magnet Current	22  A2 Magnet Current	23  A3 Magnet Current	24  A4 Magnet Current	25  Vac Ion A	26  B1 Magnet Current	27  B2 Magnet Current	28  B3 Magnet Current	29  B4 Magnet Current	30  Vac Ion B	31  Kly A Filament Voltage	32  Kly A Filament Current	33  Kly B Filament Voltage	34  Kly B Filament Current	41  Kly A Average Power	43  Kly B Average Power	53  HV DC Voltage	54  HV DC Current	97  Pump Frequency	98  Pump Pressure Out	99  Pump Pressure In	
13.08.02 20:05:28	4194,67	4086,77	4125,11	22,86	94,54	42,15	33,67	37,85	34,11	36,35	35,46	22,81	26,10	14,09	20,03	1,76	24,71	29,29	14,19	19,15	2,44	24,50	22,93	22,04	23,32	68,46	82,08	88,33	5,36	37,53	3,28	-0,12	
13.08.02 20:15:28	4147,41	4090,34	4120,65	22,82	94,44	41,97	33,59	37,82	34,05	36,26	35,42	22,80	26,10	14,08	20,02	1,68	24,69	29,27	14,19	19,12	3,45	24,48	22,91	22,00	23,25	68,51	82,01	88,31	5,36	37,60	3,20	-0,40	
13.08.02 20:25:29	4141,16	4101,04	4133,14	22,82	94,41	42,11	33,54	37,85	34,05	36,18	35,29	22,81	26,10	14,09	20,05	1,70	24,65	29,27	14,23	19,10	1,23	24,52	22,96	22,07	23,33	68,62	82,33	88,48	5,37	37,35	3,30	-0,10	
13.08.02 20:35:30	4142,06	4087,66	4135,81	22,80	94,65	42,05	33,43	37,65	33,92	36,14	35,26	22,81	26,11	14,08	20,08	1,62	24,67	29,27	14,21	19,15	4,16	24,53	22,98	22,05	23,31	68,52	82,00	88,38	5,37	37,17	3,30	-0,22	
13.08.02 20:45:30	4128,68	4086,77	4115,30	22,85	94,88	42,08	33,49	37,76	33,95	36,18	35,30	22,79	26,09	14,11	20,09	1,76	24,67	29,29	14,20	19,14	1,20	24,52	22,96	22,06	23,32	67,71	81,17	88,12	5,34	37,42	3,28	-0,22	
13.08.02 20:55:31	4154,54	4114,41	4132,25	22,83	94,58	42,21	33,50	37,89	33,94	36,25	35,41	22,81	26,10	14,06	20,05	1,73	24,69	29,27	14,24	19,13	0,02	24,53	22,96	22,07	23,31	69,74	83,54	88,63	5,39	37,28	3,30	-0,30	
13.08.02 21:05:31	4144,73	4094,79	4115,30	22,89	94,68	42,10	33,34	37,75	33,81	36,06	35,42	22,81	26,10	14,07	20,07	1,84	24,67	29,29	14,20	19,11	0,02	24,51	22,92	22,02	23,26	68,28	81,90	88,23	5,35	37,30	3,30	-0,25	
13.08.02 21:15:32	4143,84	4104,60	4119,76	22,88	94,54	42,03	33,23	37,65	33,62	35,95	35,13	22,80	26,11	14,08	20,05	1,80	24,68	29,29	14,22	19,10	1,77	24,50	22,93	22,04	23,30	68,92	82,61	88,31	5,36	37,30	3,30	-0,20	
13.08.02 21:25:33	4156,32	4108,17	4137,60	22,88	94,37	41,59	33,18	37,35	33,60	35,85	35,02	22,79	26,11	14,05	20,05	1,81	24,65	29,26	14,22	19,10	1,44	24,54	22,98	22,05	23,29	69,30	82,98	88,52	5,38	37,45	3,25	-0,25	
13.08.02 21:35:34	4149,19	4111,74	4127,79	22,87	94,68	41,61	33,10	37,26	33,58	35,81	34,93	22,78	26,11	14,06	20,06	1,76	24,65	29,29	14,24	19,09	2,40	24,51	22,94	22,05	23,33	69,46	82,79	88,49	5,37	37,30	3,20	-0,30	
13.08.02 21:45:34	4139,38	4104,60	4122,44	22,83	94,41	41,96	32,93	37,34	33,37	35,58	34,81	22,80	26,11	14,08	20,06	1,69	24,66	29,25	14,21	19,15	2,37	24,48	22,93	22,03	23,30	68,59	82,50	88,40	5,37	37,25	3,25	-0,15	
13.08.02 21:55:35	4156,32	4093,90	4141,16	22,90	94,14	41,55	32,70	37,14	33,14	35,38	34,66	22,81	26,12	14,08	20,05	1,87	24,67	29,26	14,22	19,14	2,17	24,53	22,96	22,05	23,29	68,30	83,00	88,42	5,37	37,20	3,25	-0,20	
13.08.02 22:05:36	4143,84	4101,04	4132,25	22,86	94,58	41,50	32,57	37,07	32,93	35,28	34,53	22,79	26,10	14,08	20,05	1,69	24,64	29,29	14,20	19,11	5,52	24,54	22,98	22,07	23,34	68,51	82,63	88,38	5,38	37,45	3,25	-0,25	
13.08.02 22:15:36	4145,62	4093,90	4139,38	22,90	94,44	41,67	32,70	37,08	33,11	35,42	34,44	22,80	26,10	14,07	20,05	1,81	24,66	29,27	14,20	19,13	3,44	24,55	22,98	22,06	23,30	68,76	82,57	88,40	5,37	37,30	3,30	-0,25	
13.08.02 22:25:37	4152,76	4101,04	4125,11	22,86	94,37	40,62	32,69	36,80	33,07	35,44	34,49	22,80	26,08	14,08	20,03	1,80	24,65	29,28	14,20	19,12	0,53	24,49	22,93	22,02	23,29	69,08	82,76	88,49	5,37	37,30	3,25	-0,15	
13.08.02 22:35:38	4153,65	4099,25	4154,54	22,87	94,58	41,13	33,02	37,32	33,39	35,63	34,72	22,80	26,09	14,06	20,06	1,82	24,70	29,25	14,24	19,14	0,71	24,53	22,97	22,05	23,31	69,65	83,07	88,56	5,39	37,35	3,30	-0,20	
13.08.02 22:45:38	4162,57	4114,41	4145,62	22,88	94,51	41,28	33,05	37,37	33,48	35,68	34,86	22,79	26,10	14,03	20,07	1,79	24,67	29,28	14,19	19,10	2,11	24,54	22,97	22,06	23,37	69,89	83,82	88,72	5,40	37,50	3,25	-0,35	
13.08.02 22:55:39	4117,09	4075,18	4104,60	22,80	94,51	41,53	33,04	37,41	33,40	35,58	34,67	22,79	26,08	14,15	20,06	1,70	24,71	29,28	14,22	19,15	1,14	24,52	22,95	22,06	23,43	66,24	80,03	87,76	5,31	37,15	3,30	-0,22	
13.08.02 23:05:40	4112,63	4060,91	4090,34	22,87	94,27	41,18	32,76	36,92	33,19	35,42	34,47	22,80	26,08	14,18	20,05	1,81	24,65	29,24	14,17	19,08	1,92	24,50	22,93	22,02	23,39	65,98	79,23	87,60	5,28	37,50	3,22	-0,28	
13.08.02 23:15:40	4091,23	4052,88	4076,07	22,82	94,34	40,95	32,69	36,78	33,00	35,35	34,37	22,78	26,10	14,22	20,04	1,74	24,67	29,30	14,21	19,08	5,28	24,48	22,93	22,02	23,41	64,86	78,03	87,26	5,25	37,40	3,30	-0,17	
13.08.02 23:25:41	4096,58	4051,99	4081,42	22,80	94,34	41,06	32,71	36,87	33,04	35,19	34,26	22,78	26,09	14,21	20,07	1,62	24,65	29,26	14,23	19,10	4,66	24,50	22,96	22,04	23,36	65,21	77,81	87,26	5,24	37,58	3,30	-0,28	
13.08.02 23:35:42	4108,17	4060,02	4091,23	22,78	94,58	41,22	32,62	36,95	32,94	35,25	34,23	22,79	26,09	14,15	20,08	1,63	24,66	29,26	14,19	19,07	0,84	24,50	22,93	22,02	23,29	65,65	78,93	87,70	5,29	37,28	3,22	-0,20	
13.08.02 23:45:43	4114,41	4064,48	4100,15	22,83	94,37	41,25	32,54	36,83	32,93	35,16	34,26	22,79	26,07	14,16	20,09	1,70	24,68	29,24	14,21	19,09	2,22	24,47	22,92	22,00	23,27	66,21	79,14	87,76	5,29	37,20	3,30	-0,32	
13.08.02 23:55:44	4144,73	4101,93	4137,60	22,81	94,34	40,55	31,91	36,07	32,80	34,64	34,16	22,79	26,08	14,14	20,07	1,64	24,66	29,30	14,18	19,10	0,19	24,50	22,95	22,03	23,34	70,06	83,73	88,79	5,41	37,45	3,22	-0,20	
14.08.02 00:05:44	4147,41	4103,71	4130,46	22,86	94,54	40,73	31,48	35,85	32,23	34,21	33,51	22,78	26,08	14,13	20,06	1,75	24,66	29,27	14,18	19,11	1,78	24,48	22,94	22,04	23,32	70,08	83,79	88,81	5,40	37,42	3,30	-0,30	
14.08.02 00:15:44	4153,65	4109,95	4130,46	22,87	94,54	39,95	31,22	35,34	31,77	33,94	33,34	22,78	26,08	14,12	20,05	1,76	24,64	29,26	14,22	19,10	2,00	24,47	22,93	22,00	23,33	70,97	84,79	88,89	5,42	37,33	3,28	-0,22	
14.08.02 00:25:45	4142,95	4091,23	4119,76	22,83	94,27	39,87	31,02	35,30	31,64	33,80	33,08	22,79	26,06	14,12	20,06	1,69	24,66	29,28	14,20	19,08	2,33	24,47	22,91	22,00	23,27	70,47	83,20	88,57	5,39	37,33	3,28	-0,40	
14.08.02 00:35:46	4122,44	4078,74	4101,93	22,86	94,27	40,22	32,10	36,17	32,37	34,68	33,73	22,80	26,07	14,15	20,07	1,81	24,65	29,29	14,20	19,12	2,42	24,50	22,94	22,03	23,30	68,98	81,54	88,15	5,33	37,60	3,30	-0,25	
14.08.02 00:45:46	4118,87	4068,94	4106,39	22,78	94,58	40,43	32,76	36,98	32,86	35,36	34,22	22,79	26,07	14,16	20,06	1,61	24,70	29,26	14,17	19,10	4,47	24,51	22,96	22,00	23,31	68,49	81,19	87,99	5,33	37,40	3,30	-0,25	
14.08.02 00:55:47	4107,28	4056,45	4084,09	22,79	94,71	40,75	32,82	37,07	33,21	35,44	34,45	22,78	26,07	14,19	20,05	1,66	24,65	29,26	14,15	19,10	4,26	24,53	22,94	22,06	23,32	67,24	80,04	87,80	5,30	37,55	3,30	-0,22	
14.08.02 01:05:48	4101,04	4058,23	4087,66	22,83	94,41	40,75	32,88	37,01	33,23	35,49	34,44	22,80	26,08	14,19	20,04	1,71	24,69	29,28	14,22	19,10	1,44	24,51	22,96	22,04	23,30	67,17	80,06	87,78	5,31	37,28	3,28	-0,22	
14.08.02 01:15:48	4102,82	4060,02	4097,47	22,87	94,78	40,62	32,84	37,04	33,16	35,42	34,49	22,79	26,07	14,18	20,04	1,73	24,65	29,25	14,19	19,07	0,02	24,51	22,96	22,04	23,31	67,44	80,38	87,80	5,31	37,55	3,33	-0,25	
14.08.02 01:25:49	4117,98	4083,20	4099,25	22,85	94,48	41,20	32,90	37,28	33,23	35,54	34,55	22,80	26,08	14,15	20,07	1,76	24,66	29,27	14,19	19,09	0,02	24,48	22,92	22,02	23,30	68,49	81,58	88,16	5,34	37,33	3,28	-0,12	
14.08.02 01:35:50	4126,90	4076,96	4105,50	22,86	94,58	40,52	32,78	36,85	33,14	35,41	34,45	22,81	26,09	14,14	20,05	1,76	24,64	29,27	14,21	19,13	1,80	24,52	22,97	22,02	23,30	68,82	81,55	88,12	5,33	37,45	3,30	-0,20	
14.08.02 01:45:50	4130,46	4100,15	4107,28	22,87	94,31	40,00	32,67	36,66	32,88	35,29	34,36	22,80	26,06	14,15	20,04	1,79	24,68	29,32	14,20	19,06	0,02	24,48	22,93	22,00	23,30	69,89	82,52	88,45	5,36	37,50	3,30	-0,10	
14.08.02 01:55:51	4119,76	4084,99	4106,39	22,83	94,48	40,72	32,81	37,12	33,18	35,42	34,51	22,80	26,07	14,14	20,06	1,72	24,67	29,28	14,19	19,08	3,11	24,47	22,93	22,03	23,31	68,59	81,65	88,27	5,34	37,20	3,30	-0,15	
14.08.02 02:05:52	4119,76	4081,42	4103,71	22,81	94,37	41,18	32,82	37,26	33,26	35,47	34,48	22,78	26,08	14,14	20,05	1,65	24,66	29,29	14,18	19,08	0,04	24,46	22,92	21,98	23,27	68,27	81,57	88,16	5,34	37,45	3,30	-0,25	
14.08.02 02:15:52	4126,01	4087,66	4117,98	22,85	94,88	41,39	32,78	37,14	33,17	35,44	34,47	22,78	26,08	14,14	20,05	1,73	24,65	29,26	14,21	19,06	2,28	24,51	22,94	22,05	23,33	68,78	82,20	88,25	5,35	37,35	3,25	-0,20	
14.08.02 02:25:52	4120,65	4076,96	4111,74	22,87	94,41	41,01	32,81	36,87	33,17	35,39	34,44	22,79	26,07	14,13	20,04	1,81	24,68	29,27	14,18	19,10	3,45	24,52	22,99	22,04	23,29	68,54	81,81	88,21	5,35	37,42	3,28	-0,25	
14.08.02 02:35:52	4124,22	4073,39	4115,30	22,78	94,65	41,38	32,89	37,25	33,21	35,44	34,50	22,78	26,07	14,14	20,07	1,61	24,64	29,29	14,19	19,07	4,66	24,50	22,95	22,03	23,29	68,71	81,85	88,31	5,35	37,47	3,28	-0,28	
14.08.02 02:45:52	4122,44	4083,20	4108,17	22,82	94,44	41,37	32,79	37,24	33,26	35,53	34,61	22,81	26,09	14,15	20,05	1,68	24,65	29,26	14,22	19,07	0,03	24,50	22,99	22,04	23,33	68,73	81,79	88,30	5,35	37,37	3,28	-0,35	
14.08.02 02:55:53	4126,01	4084,99	4101,93	22,79	94,20	40,63	32,70	36,66	33,12	35,28	34,47	22,80	26,06	14,13	20,06	1,64	24,65	29,25	14,19	19,07	2,49	24,48	22,96	22,02	23,29	68,98	81,54	88,16	5,34	37,45	3,20	-0,22	
14.08.02 03:05:54	4123,33	4076,96	4111,74	22,79	94,54	41,28	32,74	37,16	33,16	35,43	34,39	22,79	26,09	14,15	20,09	1,61	24,63	29,29	14,19	19,10	0,26	24,44	22,92	21,98	23,25	68,48	81,52	88,14	5,33	37,45	3,30	-0,28	
14.08.02 03:15:54	4129,57	4081,42	4111,74	22,78	94,31	41,57	32,75	37,17	33,04	35,42	34,47	22,78	26,08	14,13	20,04	1,59	24,67	29,29	14,20	19,08	7,09	24,52	22,97	22,04	23,29	68,19	82,19	88,30	5,35	37,50	3,28	-0,20	
14.08.02 03:25:55	4124,22	4091,23	4118,87	22,79	94,17	41,62	32,86	37,24	33,24	35,47	34,50	22,80	26,07	14,12	20,09	1,59	24,64	29,28	14,20	19,10	0,85	24,58	23,02	22,08	23,34	68,63	82,55	88,29	5,36	37,58	3,30	-0,22	
14.08.02 03:35:56	4122,44	4085,88	4114,41	22,84	94,34	41,49	32,81	37,26	33,12	35,45	34,59	22,80	26,09	14,12	20,06	1,71	24,68	29,26	14,18	19,11	4,47	24,55	23,00	22,10	23,36	68,36	82,20	88,34	5,35	37,45	3,22	-0,20	
14.08.02 03:45:56	4138,49	4101,04	4137,60	22,86	94,41	41,66	32,92	37,35	33,27	35,58	34,56	22,80	26,09	14,09	20,04	1,72	24,66	29,27	14,18	19,10	1,79	24,55	22,99	22,09	23,34	69,60	83,54	88,63	5,40	37,40	3,20	-0,22	
14.08.02 03:55:57	4124,22	4085,88	4126,01	22,87	94,34	41,50	32,93	37,32	33,28	35,58	34,75	22,78	26,09	14,12	20,07	1,77	24,67	29,29	14,19	19,11	0,02	24,52	22,98	22,06	23,33	68,60	82,90	88,37	5,36	37,45	3,28	-0,22	
14.08.02 04:05:58	4120,65	4081,42	4116,20	22,86	94,65	41,28	32,97	37,09	33,37	35,58	34,66	22,79	26,07	14,14	20,04	1,75	24,65	29,24	14,22	19,09	0,36	24,50	22,95	22,03	23,30	68,25	81,79	88,26	5,34	37,30	3,20	-0,20	
14.08.02 04:15:58	4121,55	4076,07	4117,98	22,87	94,58	41,08	32,98	37,04	33,30	35,49	34,64	22,79	26,09	14,13	20,07	1,83	24,67	29,26	14,20	19,12	2,14	24,52	22,96	22,03	23,31	68,24	81,79	88,26	5,34	37,60	3,30	-0,30	
14.08.02 04:25:58	4116,20	4069,83	4107,28	22,88	94,65	40,73	32,86	36,91	33,25	35,46	34,57	22,80	26,08	14,15	20,04	1,79	24,68	29,29	14,19	19,10	0,02	24,47	22,91	22,00	23,26	67,92	81,38	88,07	5,33	37,10	3,30	-0,10	
14.08.02 04:35:59	4126,01	4065,37	4108,17	22,78	94,10	40,28	32,65	36,56	33,02	35,31	34,47	22,79	26,08	14,16	20,03	1,64	24,67	29,27	14,21	19,10	0,41	24,49	22,95	22,02	23,27	68,17	81,50	88,10	5,33	37,60	3,20	-0,20	
14.08.02 04:45:59	4117,98	4076,07	4110,85	22,82	94,71	41,07	32,73	37,07	33,02	35,35	34,61	22,79	26,06	14,15	20,05	1,67	24,68	29,28	14,17	19,07	0,27	24,54	22,99	22,07	23,34	68,05	81,58	88,16	5,33	37,30	3,30	-0,30	
14.08.02 04:56:00	4110,85	4076,07	4103,71	22,83	94,51	41,19	32,69	36,92	33,06	35,31	34,38	22,78	26,08	14,15	20,09	1,71	24,65	29,29	14,19	19,14	1,81	24,51	22,96	22,05	23,35	67,62	81,50	88,04	5,33	37,50	3,30	-0,20	
14.08.02 05:06:01	4084,09	4039,51	4073,39	22,82	94,34	41,46	32,65	37,04	33,01	35,27	34,30	22,81	26,08	14,22	20,05	1,67	24,67	29,30	14,21	19,09	0,02	24,44	22,90	22,00	23,30	64,87	78,71	87,46	5,25	37,60	3,30	-0,20	
14.08.02 05:16:01	4120,65	4062,69	4104,60	22,77	94,41	41,50	32,57	37,04	32,93	35,31	34,48	22,82	26,09	14,18	20,06	1,60	24,68	29,28	14,18	19,07	1,95	24,46	22,91	21,98	23,25	67,27	81,17	87,93	5,32	37,20	3,20	-0,20	
14.08.02 05:26:01	4098,36	4047,53	4095,69	22,90	94,31	41,34	32,56	36,91	32,86	35,18	34,36	22,81	26,07	14,21	20,05	1,81	24,68	29,28	14,18	19,10	1,67	24,50	22,98	22,01	23,27	66,32	80,23	87,78	5,30	37,00	3,20	-0,20	
14.08.02 05:36:02	4109,06	4059,13	4104,60	22,88	94,65	41,46	32,58	36,98	32,95	35,22	34,29	22,80	26,09	14,19	20,05	1,80	24,65	29,25	14,22	19,06	2,93	24,56	23,02	22,06	23,34	66,71	80,44	87,79	5,30	37,50	3,20	-0,20	
14.08.02 05:46:02	4094,79	4052,88	4098,36	22,79	94,71	41,25	32,62	36,85	32,92	35,22	34,27	22,78	26,07	14,21	20,07	1,62	24,69	29,27	14,21	19,10	0,02	24,55	23,00	22,09	23,34	66,86	79,96	87,87	5,30	37,60	3,20	-0,30	
14.08.02 05:56:03	4100,15	4050,21	4086,77	22,81	94,27	41,42	32,53	36,92	32,70	35,21	34,31	22,80	26,07	14,21	20,04	1,64	24,69	29,30	14,21	19,07	4,48	24,49	22,93	22,01	23,31	66,02	79,60	87,70	5,28	37,60	3,20	-0,30	
14.08.02 06:06:04	4086,77	4030,59	4073,39	22,78	94,61	41,27	32,38	36,84	32,60	35,04	34,20	22,80	26,09	14,25	20,04	1,59	24,71	29,28	14,22	19,07	1,89	24,50	22,93	22,00	23,31	65,03	78,77	87,37	5,25	37,40	3,20	-0,20	
14.08.02 06:16:05	4124,22	4090,34	4123,33	22,85	94,51	41,26	32,53	36,91	32,89	35,14	34,17	22,80	26,07	14,15	20,05	1,74	24,69	29,27	14,19	19,13	0,18	24,49	22,96	22,04	23,31	68,59	82,36	88,35	5,36	37,40	3,20	-0,30	
14.08.02 06:26:06	4138,49	4075,18	4116,20	22,79	94,54	41,32	32,68	37,05	33,12	35,28	34,33	22,80	26,08	14,17	20,03	1,61	24,69	29,26	14,20	19,10	1,60	24,48	22,93	22,00	23,28	68,21	82,14	88,30	5,35	37,30	3,22	-0,28	
14.08.02 06:36:07	4128,68	4082,31	4123,33	22,88	94,34	41,29	32,79	37,12	33,23	35,42	34,48	22,80	26,08	14,11	20,07	1,79	24,67	29,28	14,20	19,11	1,18	24,51	22,98	22,05	23,33	68,82	82,34	88,39	5,36	37,37	3,30	-0,20	
14.08.02 06:46:07	4127,79	4086,77	4121,55	22,82	94,48	40,23	32,60	36,42	33,07	35,16	34,47	22,80	26,08	14,14	20,07	1,68	24,66	29,27	14,20	19,06	0,02	24,48	22,94	22,02	23,32	69,49	82,54	88,34	5,36	37,20	3,30	-0,22	
14.08.02 06:56:08	4121,55	4083,20	4110,85	22,83	94,54	40,20	32,67	36,67	33,11	35,21	34,38	22,80	26,08	14,14	20,04	1,73	24,68	29,29	14,21	19,09	0,02	24,48	22,95	22,02	23,32	68,59	82,11	88,23	5,35	37,28	3,22	-0,25	
14.08.02 07:06:08	4141,16	4076,07	4130,46	22,78	94,17	40,88	32,59	36,83	32,96	35,24	34,40	22,79	26,08	14,15	20,04	1,59	24,67	29,29	14,18	19,06	0,02	24,52	22,96	22,02	23,29	68,71	82,79	88,39	5,36	37,40	3,30	-0,20	
14.08.02 07:16:08	4147,41	4081,42	4126,01	22,88	94,44	41,32	32,63	37,08	33,02	35,28	34,47	22,81	26,08	14,15	20,05	1,78	24,68	29,28	14,20	19,05	0,02	24,49	22,92	22,01	23,26	68,68	83,04	88,35	5,36	37,25	3,25	-0,25	
14.08.02 07:26:09	4123,33	4080,53	4117,09	22,81	94,37	41,19	32,67	37,05	33,09	35,30	34,50	22,80	26,07	14,15	20,03	1,68	24,68	29,26	14,15	19,08	0,02	24,49	22,93	22,03	23,31	68,65	82,49	88,24	5,35	37,50	3,25	-0,20	
14.08.02 07:36:10	4136,71	4086,77	4138,49	22,88	94,48	41,28	32,76	37,10	33,15	35,57	34,66	22,81	26,07	14,10	20,05	1,79	24,65	29,26	14,22	19,12	0,02	24,53	22,98	22,06	23,34	69,81	83,36	88,53	5,38	37,30	3,20	-0,35	
14.08.02 07:46:11	4134,03	4078,74	4133,14	22,80	94,54	41,35	32,90	37,35	33,31	35,60	34,79	22,79	26,09	14,11	20,05	1,62	24,68	29,27	14,20	19,11	6,56	24,50	22,95	22,03	23,30	69,28	82,88	88,45	5,36	37,40	3,25	-0,30	
14.08.02 07:56:12	4138,49	4081,42	4125,11	22,77	94,92	41,39	33,02	37,30	33,39	35,72	34,83	22,78	26,08	14,12	20,08	1,59	24,69	29,31	14,21	19,07	1,09	24,50	22,96	22,01	23,27	69,70	82,88	88,38	5,35	37,55	3,20	-0,20	
14.08.02 08:06:13	4121,55	4073,39	4117,98	22,80	94,37	41,60	33,14	37,49	33,61	35,80	34,86	22,80	26,09	14,17	20,05	1,64	24,72	29,28	14,20	19,09	0,02	24,54	23,00	22,06	23,34	68,73	81,98	88,19	5,34	37,50	3,30	-0,30	
14.08.02 08:16:13	4121,55	4074,29	4110,85	22,88	94,27	41,60	33,21	37,48	33,59	35,78	34,83	22,80	26,07	14,17	20,08	1,78	24,66	29,24	14,24	19,07	4,77	24,49	22,94	22,03	23,31	67,97	81,58	88,07	5,33	37,25	3,20	-0,20	
14.08.02 08:26:14	4118,87	4068,04	4115,30	22,80	94,54	41,32	33,26	37,48	33,57	35,94	34,94	22,81	26,10	14,16	20,06	1,62	24,68	29,25	14,15	19,12	0,02	24,51	22,98	22,05	23,32	68,13	81,73	88,18	5,34	37,25	3,20	-0,30	
14.08.02 08:36:14	4142,95	4091,23	4136,71	22,91	94,10	41,63	33,61	37,94	33,80	36,27	35,27	22,81	26,07	14,12	20,03	1,80	24,75	29,26	14,22	19,09	4,35	24,51	22,94	22,02	23,31	69,59	83,73	88,33	5,37	37,50	3,30	-0,30	
14.08.02 08:46:14	4113,52	4065,37	4112,63	22,85	94,34	41,20	33,81	37,77	34,09	36,58	35,42	22,81	26,08	14,18	20,07	1,76	24,65	29,25	14,21	19,08	2,59	24,51	22,98	22,06	23,32	68,16	81,14	87,83	5,32	37,37	3,28	-0,30	
14.08.02 08:56:15	4096,58	4049,32	4091,23	22,81	94,75	41,21	33,80	37,91	34,08	36,47	35,44	22,79	26,08	14,21	20,05	1,64	24,66	29,27	14,17	19,05	1,58	24,51	23,00	22,05	23,32	66,95	79,98	87,65	5,29	37,45	3,28	-0,37	
14.08.02 09:06:16	4090,34	4051,99	4093,90	22,82	94,51	41,62	33,84	38,17	34,12	36,51	35,50	22,79	26,08	14,21	20,05	1,71	24,66	29,26	14,21	19,08	2,01	24,53	22,99	22,07	23,35	66,65	79,57	87,73	5,29	37,45	3,28	-0,22	
14.08.02 09:16:16	4106,39	4043,97	4089,44	22,87	94,31	41,17	33,86	37,89	34,18	36,55	35,39	22,79	26,07	14,22	20,04	1,81	24,66	29,26	14,20	19,10	0,28	24,50	22,97	22,01	23,29	66,82	79,92	87,69	5,28	37,15	3,30	-0,10	
14.08.02 09:26:17	4103,71	4050,21	4087,66	22,86	94,51	41,37	33,89	37,97	34,17	36,55	35,42	22,79	26,07	14,22	20,06	1,78	24,64	29,26	14,18	19,08	2,53	24,51	22,97	22,02	23,30	66,70	79,76	87,76	5,28	37,35	3,20	-0,37	
14.08.02 09:36:18	4089,44	4042,18	4078,74	22,86	94,41	41,11	33,92	37,77	34,22	36,59	35,53	22,81	26,07	14,23	20,07	1,77	24,66	29,26	14,20	19,07	1,19	24,51	22,98	22,04	23,34	66,52	79,04	87,52	5,27	37,47	3,30	-0,28	
14.08.02 09:46:18	4156,32	4106,39	4154,54	0,04	94,88	41,03	33,33	35,88	33,76	34,45	34,88	22,79	26,08	14,17	20,06	1,81	24,72	29,26	14,23	19,08	2,28	24,50	22,96	22,05	23,32	0,06	0,95	2,03	0,01	37,22	3,20	-0,22	
14.08.02 09:56:18	4159,00	4105,50	4140,27	0,01	94,71	41,32	29,01	31,66	28,81	29,90	29,27	22,79	26,06	14,15	20,06	1,82	24,69	29,28	14,21	19,07	1,75	24,51	22,95	22,02	23,31	0,06	1,09	0,06	0,01	37,40	3,10	-0,40	
14.08.02 10:06:19	4153,65	4109,95	4153,65	0,01	94,88	41,14	27,69	30,47	27,16	28,63	27,64	22,79	26,07	14,15	20,05	1,79	24,65	29,25	14,20	19,08	3,70	24,53	22,98	22,07	23,34	0,11	1,03	0,07	0,01	37,30	3,10	-0,40	
14.08.02 10:16:19	4167,02	4104,60	4155,43	0,06	94,48	40,99	27,20	29,96	26,42	28,14	26,93	22,78	26,07	14,16	20,05	1,93	24,66	29,29	14,21	19,10	3,35	24,55	23,01	22,08	23,38	0,06	1,03	0,10	0,01	37,40	3,20	-0,20	
14.08.02 10:26:20	4165,24	4097,47	4150,08	0,08	94,85	40,68	26,95	29,85	26,13	27,88	26,64	22,80	26,07	14,17	20,08	1,95	24,66	29,28	14,24	19,11	0,02	24,53	22,98	22,04	23,30	0,06	1,06	0,08	0,01	37,40	3,20	-0,30	
14.08.02 10:36:21	4224,09	4159,00	4212,50	0,01	94,85	40,29	26,88	29,64	25,94	27,74	26,46	22,79	26,08	14,01	20,08	1,79	24,69	29,28	14,20	19,08	1,97	24,55	22,98	22,05	23,31	0,06	0,71	0,06	0,02	37,20	3,10	-0,30	
14.08.02 10:46:21	4241,04	4165,24	4222,31	0,01	94,71	39,79	26,89	29,55	25,87	27,72	26,39	22,79	26,08	13,99	20,06	1,75	24,70	29,23	14,19	19,11	5,73	24,56	23,00	22,07	23,40	0,14	0,71	0,06	0,02	37,20	3,10	-0,40	
14.08.02 10:56:22	4216,07	4163,46	4220,53	0,02	94,95	39,49	26,89	29,53	25,76	27,68	26,34	22,78	26,06	14,00	20,05	1,89	24,67	29,27	14,19	19,07	0,25	24,54	22,99	22,09	23,47	0,06	0,75	0,09	0,01	37,20	3,10	-0,50	
14.08.02 11:06:23	4232,12	4167,92	4224,99	0,08	94,85	39,38	26,70	29,48	25,67	27,58	26,29	22,79	26,06	13,99	20,04	1,95	24,69	29,25	14,22	19,10	1,20	24,56	23,01	22,07	23,42	0,06	0,86	0,06	0,01	37,60	3,10	-0,50	
14.08.02 11:16:23	4229,45	4168,81	4218,74	0,01	94,95	39,35	26,81	29,83	25,63	27,70	26,23	22,78	26,07	14,01	20,06	1,75	24,65	29,26	14,18	19,07	1,60	24,57	23,01	22,10	23,47	0,06	0,98	0,09	0,02	37,30	3,10	-0,30	
14.08.02 11:26:24	4218,74	4178,62	4213,39	0,05	95,23	38,91	26,47	29,25	25,46	27,36	26,09	22,78	26,06	14,01	20,04	1,87	24,65	29,27	14,23	19,04	1,11	24,54	23,01	22,09	23,42	0,10	0,94	0,11	0,02	37,30	3,10	-0,30	
