0	12	1	430
12	21	-1	430
21	24	1	430
24	30	-1	430
30	33	1	430
33	39	-1	430
39	42	1	430
42	45	-1	430
45	48	1	430
53	971	2	430
1250	1253	1	430
1253	1256	-1	430
1256	1262	1	430
1262	1268	-1	430
1268	1271	1	430
1271	1274	-1	430
1274	1277	1	430
1277	1283	-1	430
1283	1286	1	430
1286	1289	-1	430
1289	1298	1	430
1303	2221	2	430
2500	2506	1	430
2506	2509	-1	430
2509	2512	1	430
2512	2518	-1	430
2518	2521	1	430
2521	2530	-1	430
2530	2533	1	430
2533	2548	-1	430
2553	3471	2	430
3750	3753	1	430
3753	3759	-1	430
3759	3762	1	430
3762	3771	-1	430
3771	3777	1	430
3777	3783	-1	430
3783	3786	1	430
3786	3792	-1	430
3792	3795	1	430
3795	3798	-1	430
3803	4721	2	430
5000	5009	1	430
5009	5018	-1	430
5018	5021	1	430
5021	5027	-1	430
5027	5039	1	430
5039	5042	-1	430
5042	5048	1	430
5053	5971	2	430
6250	6253	1	430
6253	6256	-1	430
6256	6259	1	430
6259	6271	-1	430
6271	6280	1	430
6280	6286	-1	430
6286	6289	1	430
6289	6295	-1	430
6295	6298	1	430
6303	7221	2	430
7500	7506	1	430
7506	7521	-1	430
7521	7524	1	430
7524	7527	-1	430
7527	7545	1	430
7545	7548	-1	430
7553	8471	2	430
8750	8753	1	430
8753	8768	-1	430
8768	8771	1	430
8771	8774	-1	430
8774	8780	1	430
8780	8786	-1	430
8786	8792	1	430
8792	8798	-1	430
8803	9721	2	430
10000	10015	1	430
10015	10018	-1	430
10018	10021	1	430
10021	10027	-1	430
10027	10030	1	430
10030	10033	-1	430
10033	10036	1	430
10036	10039	-1	430
10039	10045	1	430
10045	10048	-1	430
10053	10971	2	430
11250	11253	1	430
11253	11256	-1	430
11256	11265	1	430
11265	11271	-1	430
11271	11283	1	430
11283	11289	-1	430
11289	11292	1	430
11292	11298	-1	430
11303	12221	2	430
12500	12506	1	430
12506	12509	-1	430
12509	12515	1	430
12515	12521	-1	430
12521	12524	1	430
12524	12527	-1	430
12527	12530	1	430
12530	12533	-1	430
12533	12536	1	430
12536	12542	-1	430
12542	12548	1	430
12553	13471	2	430
13750	13753	1	430
13753	13759	-1	430
13759	13765	1	430
13765	13768	-1	430
13768	13771	1	430
13771	13774	-1	430
13774	13783	1	430
13783	13795	-1	430
13795	13798	1	430
13803	14721	2	430
15000	15009	1	430
15009	15012	-1	430
15012	15015	1	430
15015	15021	-1	430
15021	15024	1	430
15024	15036	-1	430
15036	15039	1	430
15039	15048	-1	430
15053	15971	2	430
16250	16253	1	430
16253	16256	-1	430
16256	16259	1	430
16259	16262	-1	430
16262	16265	1	430
16265	16268	-1	430
16268	16271	1	430
16271	16274	-1	430
16274	16277	1	430
16277	16280	-1	430
16280	16289	1	430
16289	16292	-1	430
16292	16295	1	430
16295	16298	-1	430
16303	17221	2	430
17500	17506	1	430
17506	17512	-1	430
17512	17515	1	430
17515	17518	-1	430
17518	17521	1	430
17521	17536	-1	430
17536	17542	1	430
17542	17545	-1	430
17545	17548	1	430
17553	18471	2	430
18750	18753	1	430
18753	18762	-1	430
18762	18765	1	430
18765	18771	-1	430
18771	18777	1	430
18777	18780	-1	430
18780	18798	1	430
18803	19721	2	430
20000	20012	1	430
20012	20015	-1	430
20015	20018	1	430
20018	20024	-1	430
20024	20027	1	430
20027	20033	-1	430
20033	20042	1	430
20042	20048	-1	430
20053	20971	2	430
21250	21253	1	430
21253	21256	-1	430
21256	21262	1	430
21262	21265	-1	430
21265	21274	1	430
21274	21280	-1	430
21280	21283	1	430
21283	21286	-1	430
21286	21295	1	430
21295	21298	-1	430
21303	22221	2	430
22500	22506	1	430
22506	22509	-1	430
22509	22512	1	430
22512	22515	-1	430
22515	22527	1	430
22527	22533	-1	430
22533	22539	1	430
22539	22545	-1	430
22545	22548	1	430
22553	23471	2	430
23750	23753	1	430
23753	23759	-1	430
23759	23762	1	430
23762	23765	-1	430
23765	23768	1	430
23768	23780	-1	430
23780	23783	1	430
23783	23786	-1	430
23786	23789	1	430
23789	23792	-1	430
23792	23798	1	430
23803	24721	2	430
25000	25009	1	430
25009	25015	-1	430
25015	25030	1	430
25030	25042	-1	430
25042	25045	1	430
25045	25048	-1	430
25053	25971	2	430
26250	26253	1	430
26253	26256	-1	430
26256	26259	1	430
26259	26265	-1	430
26265	26268	1	430
26268	26277	-1	430
26277	26286	1	430
26286	26298	-1	430
26303	27221	2	430
27500	27506	1	430
27506	27515	-1	430
27515	27518	1	430
27518	27524	-1	430
27524	27530	1	430
27530	27539	-1	430
27539	27548	1	430
27553	28471	2	430
28750	28753	1	430
28753	28765	-1	430
28765	28774	1	430
28774	28777	-1	430
28777	28786	1	430
28786	28789	-1	430
28789	28792	1	430
28792	28795	-1	430
28795	28798	1	430
28803	29721	2	430
30000	30033	1	430
30033	30036	-1	430
30036	30048	1	430
30053	30971	2	430
31250	31253	1	430
31253	31256	-1	430
31256	31268	1	430
31268	31277	-1	430
31277	31280	1	430
31280	31283	-1	430
31283	31292	1	430
31292	31295	-1	430
31295	31298	1	430
31303	32221	2	430
32500	32506	1	430
32506	32509	-1	430
32509	32518	1	430
32518	32524	-1	430
32524	32533	1	430
32533	32536	-1	430
32536	32539	1	430
32539	32542	-1	430
32542	32545	1	430
32545	32548	-1	430
32553	33471	2	430
33750	33753	1	430
33753	33759	-1	430
33759	33774	1	430
33774	33777	-1	430
33777	33780	1	430
33780	33783	-1	430
33783	33789	1	430
33789	33798	-1	430
33803	34721	2	430
35000	35009	1	430
35009	35012	-1	430
35012	35018	1	430
35018	35024	-1	430
35024	35027	1	430
35027	35030	-1	430
35030	35036	1	430
35036	35045	-1	430
35045	35048	1	430
35053	35971	2	430
36250	36253	1	430
36253	36256	-1	430
36256	36259	1	430
36259	36262	-1	430
36262	36274	1	430
36274	36292	-1	430
36292	36298	1	430
36303	37221	2	430
37500	37506	1	430
37506	37512	-1	430
37512	37527	1	430
37527	37530	-1	430
37530	37536	1	430
37536	37539	-1	430
37539	37542	1	430
37542	37548	-1	430
37553	38471	2	430
38750	38753	1	430
38753	38762	-1	430
38762	38768	1	430
38768	38789	-1	430
38789	38795	1	430
38795	38798	-1	430
38803	39721	2	430
