50	82	1	2
82	114	-1	2
114	210	1	2
210	242	-1	2
242	274	1	2
274	434	-1	2
434	530	1	2
530	562	-1	2
776	2024	2	2
784	2024	2	4
784	2024	2	5
2050	2146	1	1
2146	2242	-1	1
2242	2530	1	1
2530	2626	-1	1
2626	2722	1	1
2722	3202	-1	1
3202	3490	1	1
3490	3586	-1	1
3800	9720	2	1
3800	9720	2	4
3800	9720	2	5
3800	7000	2	2
9720	10000	1	0
9760	10000	2	1
9760	10000	2	2
9760	10000	2	4
9760	10000	2	5
10050	10110	1	4
10110	10170	-1	4
10170	10350	1	4
10350	10410	-1	4
10410	10470	1	4
10470	10770	-1	4
10770	10950	1	4
10950	11010	-1	4
11030	11090	1	5
11090	11150	-1	5
11150	11330	1	5
11330	11390	-1	5
11390	11450	1	5
11450	11750	-1	5
11750	11930	1	5
11930	11990	-1	5
13800	19624	2	1
12216	19624	2	4
12216	19624	2	5
19624	19910	1	0
19670	19910	2	1
19670	19910	2	2
19670	19910	2	4
19670	19910	2	5
19970	20002	1	2
20002	20034	-1	2
20034	20130	1	2
20130	20162	-1	2
20162	20194	1	2
20194	20354	-1	2
20354	20450	1	2
20450	20482	-1	2
20696	21944	2	2
20704	21944	2	4
20704	21944	2	5
21970	22066	1	1
22066	22162	-1	1
22162	22450	1	1
22450	22546	-1	1
22546	22642	1	1
22642	23122	-1	1
23122	23410	1	1
23410	23506	-1	1
23720	29640	2	1
23720	29640	2	4
23720	29640	2	5
23720	26920	2	2
29640	29920	1	0
29680	29920	2	1
29680	29920	2	2
29680	29920	2	4
29680	29920	2	5
29970	30030	1	4
30030	30090	-1	4
30090	30270	1	4
30270	30330	-1	4
30330	30390	1	4
30390	30690	-1	4
30690	30870	1	4
30870	30930	-1	4
30950	31010	1	5
31010	31070	-1	5
31070	31250	1	5
31250	31310	-1	5
31310	31370	1	5
31370	31670	-1	5
31670	31850	1	5
31850	31910	-1	5
33720	39544	2	1
32136	39544	2	4
32136	39544	2	5
39544	39830	1	0
39590	39830	2	1
39590	39830	2	2
39590	39830	2	4
39590	39830	2	5
39890	40050	1	2
40050	40082	-1	2
40082	40178	1	2
40178	40306	-1	2
40306	40402	1	2
40616	41864	2	2
40624	41864	2	4
40624	41864	2	5
41890	42370	1	1
42370	42466	-1	1
42466	42754	1	1
42754	43138	-1	1
43138	43426	1	1
43640	49560	2	1
43640	49560	2	4
43640	49560	2	5
43640	46840	2	2
49560	49840	1	0
49600	49840	2	1
49600	49840	2	2
49600	49840	2	4
49600	49840	2	5
49890	50190	1	4
50190	50250	-1	4
50250	50430	1	4
50430	50670	-1	4
50670	50850	1	4
50870	51170	1	5
51170	51230	-1	5
51230	51410	1	5
51410	51650	-1	5
51650	51830	1	5
53640	59464	2	1
52056	59464	2	4
52056	59464	2	5
59464	59750	1	0
59510	59750	2	1
59510	59750	2	2
59510	59750	2	4
59510	59750	2	5
59810	59970	1	2
59970	60002	-1	2
60002	60098	1	2
60098	60226	-1	2
60226	60322	1	2
60536	61784	2	2
60544	61784	2	4
60544	61784	2	5
61810	62290	1	1
62290	62386	-1	1
62386	62674	1	1
62674	63058	-1	1
63058	63346	1	1
63560	69480	2	1
63560	69480	2	4
63560	69480	2	5
63560	66760	2	2
69480	69760	1	0
69520	69760	2	1
69520	69760	2	2
69520	69760	2	4
69520	69760	2	5
69810	70110	1	4
70110	70170	-1	4
70170	70350	1	4
70350	70590	-1	4
70590	70770	1	4
70790	71090	1	5
71090	71150	-1	5
71150	71330	1	5
71330	71570	-1	5
71570	71750	1	5
73560	79384	2	1
71976	79384	2	4
71976	79384	2	5
79384	79670	1	0
79430	79670	2	1
79430	79670	2	2
79430	79670	2	4
79430	79670	2	5
79730	79762	1	2
79762	79826	-1	2
79826	79890	1	2
79890	79954	-1	2
79954	80050	1	2
80050	80082	-1	2
80082	80146	1	2
80146	80242	-1	2
80456	81704	2	2
80464	81704	2	4
80464	81704	2	5
81730	81826	1	1
81826	82018	-1	1
82018	82210	1	1
82210	82402	-1	1
82402	82690	1	1
82690	82786	-1	1
82786	82978	1	1
82978	83266	-1	1
83480	89400	2	1
83480	89400	2	4
83480	89400	2	5
83480	86680	2	2
89400	89680	1	0
89440	89680	2	1
89440	89680	2	2
89440	89680	2	4
89440	89680	2	5
89730	89790	1	4
89790	89910	-1	4
89910	90030	1	4
90030	90150	-1	4
90150	90330	1	4
90330	90390	-1	4
90390	90510	1	4
90510	90690	-1	4
90710	90770	1	5
90770	90890	-1	5
90890	91010	1	5
91010	91130	-1	5
91130	91310	1	5
91310	91370	-1	5
91370	91490	1	5
91490	91670	-1	5
93480	99304	2	1
91896	99304	2	4
91896	99304	2	5
99304	99590	1	0
99350	99590	2	1
99350	99590	2	2
99350	99590	2	4
99350	99590	2	5
99650	99682	1	2
99682	99746	-1	2
99746	99810	1	2
99810	99874	-1	2
99874	99970	1	2
99970	100002	-1	2
100002	100066	1	2
100066	100162	-1	2
100376	101624	2	2
100384	101624	2	4
100384	101624	2	5
101650	101746	1	1
101746	101938	-1	1
101938	102130	1	1
102130	102322	-1	1
102322	102610	1	1
102610	102706	-1	1
102706	102898	1	1
102898	103186	-1	1
103400	109320	2	1
103400	109320	2	4
103400	109320	2	5
103400	106600	2	2
109320	109600	1	0
109360	109600	2	1
109360	109600	2	2
109360	109600	2	4
109360	109600	2	5
109650	109710	1	4
109710	109830	-1	4
109830	109950	1	4
109950	110070	-1	4
110070	110250	1	4
110250	110310	-1	4
110310	110430	1	4
110430	110610	-1	4
110630	110690	1	5
110690	110810	-1	5
110810	110930	1	5
110930	111050	-1	5
111050	111230	1	5
111230	111290	-1	5
111290	111410	1	5
111410	111590	-1	5
113400	119224	2	1
111816	119224	2	4
111816	119224	2	5
119224	119510	1	0
119270	119510	2	1
119270	119510	2	2
119270	119510	2	4
119270	119510	2	5
119570	119634	1	2
119634	119666	-1	2
119666	119730	1	2
119730	119858	-1	2
